mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
51.8,4,131.3,81.0,1871,20.3,2016,3,BMW Convertible EX,230.0,82.0,53.0,124.0,Inline-4,TBI,DCT,7.0,FWD,0.353,25.9,13.4,
45.4,4,145.2,62.0,2687,21.8,2019,2,Hyundai Van Sport,230.0,82.0,59.8,117.9,Inline-4,TBI,DCT,8.0,4WD,0.343,28.6,10.0,115.0
30.9,8,334.7,146.0,4111,19.2,1996,2,Ford Wagon EX,,82.0,52.8,128.9,V8,Carburetor,Automatic,10.0,AWD,,25.4,8.7,125.0
32.0,8,346.2,202.0,4284,17.7,2017,1,Jeep Truck Limited,230.0,82.0,71.1,129.1,V8,GDI,Manual,5.0,AWD,0.315,34.2,11.5,136.0
42.6,6,241.4,81.0,3332,22.6,2003,3,Toyota Compact GT,,82.0,71.4,123.1,V6,MPFI,Automatic,8.0,RWD,0.431,,8.7,116.0
39.3,6,274.6,187.0,3151,13.8,2014,3,Acura SUV Premium,230.0,82.0,53.1,128.8,V6,TBI,Automatic,6.0,AWD,0.331,24.8,11.1,136.0
47.2,5,180.5,123.0,2641,19.4,2014,3,Chrysler Truck Limited,225.6,82.0,57.1,125.6,V12,MPFI,Semi-Automatic,,FWD,,28.3,9.1,117.0
43.1,4,160.5,80.0,1928,19.1,2011,2,Lexus Coupe DX,209.3,82.0,71.9,116.2,Inline-4,Carburetor,CVT,,RWD,,34.5,9.6,135.0
24.4,8,360.7,207.0,4022,18.3,1982,3,Mazda Hatchback EX,230.0,82.0,71.7,126.1,V8,MPFI,Automatic,8.0,4WD,,34.0,9.3,167.0
46.3,4,114.5,105.0,1800,14.5,2021,1,Mazda Convertible Premium,230.0,82.0,53.9,128.3,Inline-4,Direct Injection,Automatic,8.0,RWD,0.303,26.9,9.3,155.0
46.8,4,130.9,142.0,1800,12.9,2001,3,Acura Truck DX,230.0,82.0,58.3,130.1,Inline-4,TBI,Automatic,6.0,AWD,0.37,28.9,11.5,135.0
46.3,4,162.6,131.0,2226,13.8,1993,3,Nissan Compact EX,230.0,82.0,68.7,126.1,Inline-4,Direct Injection,Automatic,6.0,RWD,,33.7,11.8,128.0
41.5,5,167.4,135.0,1930,15.7,1975,3,Lexus Luxury Limited,230.0,82.0,56.6,129.1,,MPFI,Automatic,,FWD,0.454,,9.9,100.0
47.0,4,166.2,76.0,2183,18.8,2013,2,Lexus Sport DX,230.0,82.0,59.6,124.9,,Carburetor,Manual,5.0,FWD,0.33,28.8,12.0,136.0
42.8,5,199.3,176.0,2649,14.0,2016,3,BMW Truck Sport,230.0,82.0,73.9,125.6,V12,GDI,CVT,,AWD,0.41,36.3,12.9,139.0
38.1,4,96.5,89.0,1800,15.7,1972,1,Nissan SUV ,218.8,82.0,76.4,123.5,Inline-4,GDI,CVT,,FWD,0.473,38.2,11.6,105.0
51.7,5,142.7,75.0,1863,19.4,2010,1,Lexus Van Premium,219.5,82.0,55.2,119.0,V12,Direct Injection,CVT,,RWD,0.368,25.7,11.5,135.0
47.1,4,103.5,51.0,1800,20.8,1995,3,Chrysler Wagon Premium,228.9,81.9,53.5,119.4,Inline-4,TBI,Automatic,8.0,RWD,0.457,28.4,,117.0
48.8,4,124.6,52.0,1800,20.0,2015,2,Honda Truck ,221.6,82.0,59.0,127.5,Flat-4,TBI,Automatic,5.0,AWD,,28.1,9.2,111.0
47.1,4,101.8,50.0,1908,21.3,1992,1,BMW Hatchback ,230.0,82.0,72.5,127.5,Inline-4,Direct Injection,Automatic,5.0,RWD,0.424,35.6,10.4,105.0
33.7,6,267.1,108.0,2948,18.7,2016,1,Hyundai Truck LX,230.0,82.0,70.9,125.0,V6,GDI,Manual,5.0,RWD,0.355,33.9,11.7,107.0
45.4,4,92.1,64.0,1800,17.9,2004,2,Mercedes Crossover Premium,230.0,82.0,55.9,126.2,Inline-4,TBI,Automatic,6.0,FWD,0.427,27.0,10.7,101.0
45.2,6,211.6,124.0,2511,17.2,2024,3,Audi Compact Sport,230.0,82.0,56.2,127.2,Flat-6,MPFI,Automatic,5.0,FWD,0.366,25.7,10.6,135.0
37.7,6,198.5,111.0,2716,20.5,1989,1,Nissan Luxury Base,230.0,82.0,70.9,,Inline-6,MPFI,Manual,5.0,FWD,0.436,,12.3,151.0
36.0,6,273.2,98.0,3056,21.2,2002,1,Nissan Sedan EX,230.0,,57.5,126.8,V6,Direct Injection,DCT,8.0,FWD,0.402,28.1,10.8,
43.5,5,180.2,141.0,2166,15.7,1985,3,Kia Convertible DX,219.9,82.0,71.3,121.1,V12,Carburetor,Semi-Automatic,7.0,RWD,,34.8,9.2,142.0
46.0,4,172.1,74.0,2175,20.2,2023,3,Tesla SUV Sport,206.9,82.0,59.6,111.7,Inline-4,MPFI,Manual,5.0,RWD,0.37,29.4,11.6,87.0
52.7,4,177.5,63.0,2050,20.0,2022,2,Hyundai Convertible GT,207.0,82.0,74.1,112.3,Inline-4,GDI,Manual,5.0,RWD,,35.6,9.6,137.0
36.2,6,229.7,143.0,3477,19.6,1998,2,Honda Crossover EX,230.0,82.0,57.6,124.7,V6,GDI,Manual,6.0,FWD,0.399,26.5,10.5,
46.5,5,154.1,84.0,2586,20.7,2015,1,Chrysler SUV DX,230.0,82.0,52.8,,V12,MPFI,Automatic,7.0,FWD,0.403,24.9,9.5,
35.0,8,322.6,106.0,4422,21.3,2020,2,Audi Luxury ,230.0,82.0,57.7,124.7,V8,TBI,CVT,,FWD,0.3,27.2,11.5,110.0
30.1,8,329.0,184.0,4467,19.0,2011,1,BMW Convertible GT,230.0,82.0,53.1,132.8,V8,GDI,Automatic,10.0,AWD,,26.1,11.1,172.0
41.7,4,153.8,135.0,2069,13.6,2011,1,Audi Sedan DX,230.0,,70.3,129.0,Inline-4,MPFI,Automatic,6.0,AWD,0.376,36.0,9.8,123.0
45.4,4,93.6,50.0,1940,20.7,1996,2,Kia SUV LX,230.0,82.0,57.6,134.9,Inline-4,MPFI,Manual,5.0,AWD,0.421,26.8,12.5,107.0
43.8,6,185.1,105.0,2592,17.7,1983,1,Volkswagen Sedan Sport,230.0,82.0,57.4,126.5,V6,Direct Injection,Automatic,5.0,FWD,0.427,29.2,10.2,130.0
44.5,4,144.7,72.0,2593,19.6,2023,1,Ford Convertible EX,230.0,82.0,55.6,,Flat-4,MPFI,Automatic,5.0,FWD,0.332,26.7,13.3,91.0
51.8,3,79.3,50.0,1800,21.3,2023,3,Hyundai Convertible GT,230.0,82.0,58.1,121.9,Inline-3,GDI,CVT,,RWD,0.363,,10.6,118.0
27.1,8,426.4,364.0,4672,12.1,2014,1,Subaru Hybrid Limited,230.0,82.0,72.5,132.6,V8,MPFI,CVT,,AWD,0.37,35.2,12.4,191.0
46.0,4,123.5,,1800,17.6,2002,1,Hyundai Compact Base,201.4,82.0,68.9,108.6,Inline-4,GDI,Automatic,5.0,FWD,0.446,32.3,10.1,131.0
27.7,8,457.3,346.0,4892,15.4,2002,2,Tesla Sport EX,230.0,82.0,67.8,124.2,V8,GDI,Automatic,5.0,RWD,0.391,32.0,10.1,198.0
41.6,6,233.4,139.0,2578,16.8,2017,1,Jeep Van Premium,230.0,82.0,65.3,132.1,V6,Carburetor,CVT,,RWD,0.398,,9.8,162.0
41.5,6,190.5,142.0,2788,16.8,2023,2,Volvo Coupe Premium,230.0,82.0,68.5,126.6,,Carburetor,Manual,,FWD,0.35,33.7,10.4,108.0
50.3,4,161.7,144.0,2350,16.8,2022,1,Jeep Convertible EX,230.0,82.0,59.7,122.2,Inline-4,nan,DCT,6.0,FWD,0.376,27.9,11.7,138.0
43.0,4,175.8,119.0,2216,17.5,2019,2,Audi Van DX,230.0,82.0,53.6,135.0,Flat-4,Carburetor,Manual,5.0,FWD,,25.2,12.0,115.0
45.5,6,186.0,175.0,2272,14.7,2014,3,Volvo Wagon Sport,230.0,82.0,70.0,123.8,V6,MPFI,Automatic,6.0,4WD,0.402,33.7,12.1,148.0
37.7,4,125.2,50.0,1800,19.8,1981,2,Kia Crossover GT,214.8,82.0,57.5,117.2,Flat-4,GDI,Manual,6.0,AWD,0.492,,9.5,146.0
46.3,4,133.9,133.0,2123,15.4,1991,1,Dodge Hybrid LX,230.0,82.0,52.1,127.3,Inline-4,TBI,Automatic,5.0,FWD,0.414,23.7,11.4,134.0
55.0,4,103.2,78.0,1800,18.3,2023,3,Mazda Convertible DX,228.4,82.0,53.5,126.9,Inline-4,Carburetor,CVT,,AWD,0.32,24.3,12.4,120.0
44.9,4,168.1,129.0,1905,15.1,2013,1,Jeep Van Limited,230.0,,55.5,127.3,Inline-4,MPFI,Automatic,6.0,FWD,0.36,27.2,9.9,161.0
37.9,4,115.6,50.0,1800,21.4,1971,2,Dodge Truck GT,230.0,82.0,54.5,119.8,Inline-4,TBI,CVT,,FWD,0.5,26.8,8.4,
36.2,6,258.3,164.0,3139,17.3,1984,2,Kia Sport Premium,,82.0,72.8,122.5,V6,Direct Injection,CVT,,FWD,0.468,34.8,12.1,141.0
46.5,4,150.4,123.0,1800,16.1,2015,3,Ford Convertible EX,192.1,82.0,53.5,107.5,Inline-4,TBI,Automatic,,AWD,0.328,26.8,9.2,122.0
45.9,4,143.8,62.0,1924,19.8,1970,2,Audi Hatchback Sport,230.0,82.0,58.8,122.8,Inline-4,Carburetor,Manual,5.0,RWD,0.5,30.3,9.2,115.0
36.0,6,199.2,142.0,2936,16.7,1991,1,Hyundai Convertible Sport,230.0,82.0,55.4,122.6,V6,MPFI,Automatic,4.0,4WD,0.472,26.9,,125.0
21.4,10,433.1,332.0,5380,15.1,2011,2,Mazda Coupe ,,82.0,70.2,126.3,V10,MPFI,nan,8.0,RWD,0.415,33.4,10.9,
49.5,4,94.3,50.0,1800,20.0,2016,2,Ford Sport Premium,230.0,82.0,57.4,132.8,Inline-4,MPFI,Manual,5.0,FWD,0.376,27.6,12.8,
49.4,4,111.7,63.0,1834,19.4,2015,3,Volkswagen Crossover Limited,228.7,82.0,74.4,125.9,Inline-4,GDI,Manual,6.0,FWD,0.322,34.9,12.4,114.0
36.5,6,214.5,127.0,2547,17.3,1995,1,Mercedes Sedan EX,228.4,82.0,57.6,127.9,Flat-6,TBI,Automatic,7.0,RWD,0.449,28.2,9.0,146.0
26.7,8,463.3,287.0,5872,17.4,2017,3,Jeep Hybrid ,230.0,82.0,77.3,132.1,V8,GDI,Automatic,7.0,FWD,0.405,37.5,12.2,199.0
38.6,6,216.6,61.0,2710,21.9,1996,1,Lexus Van EX,,82.0,73.0,129.9,V6,GDI,Semi-Automatic,6.0,RWD,0.397,34.1,11.3,132.0
35.1,6,255.5,107.0,3398,19.8,2001,2,Dodge Compact Premium,230.0,82.0,,124.4,V6,Carburetor,Manual,6.0,AWD,0.423,33.2,9.4,128.0
49.2,4,129.5,70.0,1800,20.2,2018,1,Lexus Luxury Premium,230.0,82.0,57.1,127.8,Inline-4,MPFI,CVT,,AWD,,27.6,12.8,
37.3,6,258.5,,3300,17.9,2015,2,Acura Hybrid Premium,230.0,82.0,57.2,135.0,V6,Carburetor,Automatic,6.0,FWD,0.316,,10.8,139.0
42.7,4,177.9,93.0,2266,16.6,2021,3,Nissan Hybrid EX,203.7,82.0,59.0,111.6,Inline-4,MPFI,Automatic,5.0,RWD,0.314,28.1,12.4,147.0
35.4,6,204.0,149.0,3329,19.3,2015,2,Lexus Luxury Sport,230.0,82.0,71.1,125.5,V6,Direct Injection,Automatic,8.0,RWD,0.393,37.8,11.9,121.0
35.6,6,266.2,157.0,3260,,2012,2,Mercedes Crossover Sport,230.0,82.0,73.5,126.4,V6,Carburetor,DCT,6.0,FWD,0.392,34.6,13.3,140.0
29.5,8,416.8,310.0,5324,17.5,1983,2,Honda Luxury EX,230.0,82.0,59.4,126.3,V8,MPFI,Automatic,5.0,FWD,0.432,28.4,11.1,173.0
43.0,4,163.6,57.0,2195,21.7,2003,2,Kia Convertible Limited,229.1,82.0,70.7,126.7,Flat-4,Carburetor,Automatic,6.0,FWD,0.405,,9.3,117.0
43.5,3,79.5,50.0,1800,20.8,1998,2,Toyota Coupe GT,203.8,82.0,67.2,114.1,Inline-3,Direct Injection,Automatic,7.0,FWD,0.427,32.0,12.7,111.0
42.8,6,222.4,119.0,2445,17.4,1997,3,Dodge Hybrid Sport,218.4,82.0,,119.5,V6,GDI,Manual,5.0,AWD,0.392,28.8,9.1,
42.6,6,202.8,166.0,2967,15.0,2025,1,Audi SUV DX,230.0,82.0,77.7,131.3,V6,GDI,Manual,5.0,RWD,,38.5,12.6,145.0
43.9,6,187.0,151.0,1894,13.2,2005,1,Subaru Luxury GT,201.8,82.0,52.9,110.8,Flat-6,Direct Injection,Automatic,5.0,RWD,0.38,26.8,11.8,92.0
48.4,4,138.2,123.0,1888,13.8,2022,3,Toyota Luxury LX,192.1,82.0,59.1,106.0,,MPFI,Semi-Automatic,6.0,FWD,0.376,,9.9,108.0
47.5,4,179.1,61.0,2539,23.9,2014,3,Mercedes Convertible LX,224.1,82.0,59.0,,Inline-4,MPFI,Automatic,6.0,RWD,0.377,,13.1,153.0
38.9,5,184.3,130.0,2907,17.3,2020,2,Jeep Convertible EX,230.0,82.0,70.7,118.4,V12,GDI,Automatic,8.0,RWD,0.351,35.0,13.0,130.0
50.7,4,119.5,97.0,1977,17.5,2010,1,Mercedes Van LX,230.0,82.0,54.4,129.4,Inline-4,MPFI,Automatic,6.0,FWD,,27.1,11.4,122.0
27.0,8,462.0,400.0,5208,15.0,2012,3,Nissan Van GT,230.0,82.0,58.9,123.5,V8,MPFI,Automatic,10.0,4WD,0.341,,11.8,195.0
42.0,5,186.1,107.0,2652,18.6,2009,3,Tesla Luxury DX,230.0,82.0,71.1,126.0,V12,GDI,Automatic,7.0,AWD,0.349,32.8,12.8,123.0
33.5,6,208.2,146.0,3620,18.6,1993,3,Volkswagen Van Limited,230.0,82.0,54.7,122.0,V6,GDI,DCT,7.0,AWD,0.424,25.3,9.7,159.0
42.4,6,181.4,50.0,2674,19.6,2017,1,Dodge Convertible EX,230.0,82.0,,126.5,V6,GDI,Automatic,5.0,FWD,0.329,27.7,9.7,
39.2,6,191.8,126.0,3022,17.5,1999,1,Chevrolet Truck DX,230.0,82.0,70.0,127.7,V6,GDI,Automatic,4.0,RWD,0.451,34.4,12.4,139.0
44.1,4,169.0,73.0,2022,20.2,1973,2,Tesla Luxury EX,209.2,82.0,53.5,113.4,Inline-4,MPFI,CVT,,AWD,0.493,26.0,10.3,106.0
28.4,8,464.0,155.0,5633,22.5,2015,3,Volvo Truck LX,230.0,82.0,70.1,125.7,V8,TBI,CVT,,FWD,,34.2,12.4,170.0
42.5,4,116.6,50.0,2004,20.4,1992,3,Ford Wagon ,230.0,82.0,69.9,128.0,Flat-4,MPFI,Manual,5.0,FWD,0.452,34.2,9.6,111.0
49.1,6,208.5,206.0,2685,13.7,2024,1,Nissan Truck EX,230.0,82.0,74.8,125.0,,MPFI,DCT,8.0,RWD,0.368,36.2,11.8,162.0
48.7,4,161.4,96.0,2324,21.5,2024,1,Chrysler Truck DX,220.2,82.0,72.3,122.2,Inline-4,GDI,Semi-Automatic,6.0,FWD,0.314,35.4,9.9,154.0
44.5,5,196.3,171.0,2817,16.5,2023,1,Mazda Luxury Limited,230.0,82.0,70.5,125.7,V12,MPFI,Automatic,7.0,FWD,,32.6,12.8,155.0
41.9,4,160.1,,2302,17.1,2003,3,Tesla Van Premium,230.0,82.0,54.7,128.3,Inline-4,GDI,Automatic,8.0,FWD,,26.6,9.8,150.0
37.9,4,144.5,138.0,1943,13.6,1972,1,Chevrolet Convertible ,228.8,82.0,53.2,122.6,Inline-4,GDI,Semi-Automatic,6.0,RWD,0.463,,12.4,148.0
34.7,8,333.4,233.0,4635,19.0,2023,3,Lexus Sedan DX,,82.0,72.4,124.1,V8,GDI,CVT,,4WD,0.316,,9.5,169.0
46.6,4,137.3,122.0,1800,14.2,2006,1,Volkswagen Truck Premium,202.4,82.0,54.9,119.5,Inline-4,MPFI,CVT,,FWD,0.435,27.5,12.7,137.0
41.9,6,203.4,99.0,2829,18.9,2025,1,Tesla Hybrid Premium,217.3,82.0,58.1,118.9,Inline-6,MPFI,Manual,5.0,RWD,0.382,29.0,,121.0
25.1,10,521.2,175.0,6203,22.2,2024,2,Ford Sedan EX,230.0,82.0,72.9,122.9,V10,GDI,Automatic,5.0,FWD,0.326,35.4,9.4,135.0
50.8,3,71.6,55.0,1800,19.8,2021,1,Honda Coupe Premium,230.0,82.0,54.8,121.9,Inline-3,MPFI,Automatic,8.0,4WD,,27.9,10.9,108.0
37.7,6,263.4,165.0,3017,16.8,2000,1,Chrysler Luxury Sport,230.0,82.0,65.4,128.1,V6,GDI,Semi-Automatic,6.0,RWD,0.414,34.7,12.0,144.0
48.7,4,124.3,50.0,1867,22.6,2004,3,Volkswagen Luxury LX,230.0,82.0,54.4,126.2,Inline-4,MPFI,Semi-Automatic,,AWD,0.409,26.1,,113.0
48.7,4,164.2,98.0,1965,16.6,2021,1,Audi Truck DX,217.6,82.0,65.2,120.7,Inline-4,GDI,Automatic,5.0,RWD,0.349,32.4,10.5,119.0
40.5,4,120.0,107.0,1800,15.8,2001,3,Honda Luxury DX,218.7,82.0,67.4,120.1,Inline-4,TBI,DCT,6.0,FWD,0.411,32.0,11.7,125.0
28.5,8,376.8,305.0,4732,14.7,1991,1,Chevrolet SUV Base,230.0,82.0,71.6,123.9,V8,MPFI,Manual,5.0,nan,,35.3,8.5,189.0
48.6,3,78.5,67.0,1800,19.1,2011,1,Dodge Sport Sport,,82.0,53.6,127.0,Inline-3,MPFI,Manual,5.0,RWD,0.366,25.7,9.0,125.0
41.6,6,187.0,137.0,3075,18.3,2024,2,Mazda Wagon Sport,230.0,82.0,77.6,126.5,V6,MPFI,CVT,,FWD,0.316,37.9,13.4,131.0
42.4,5,196.9,117.0,2703,19.8,2016,1,Tesla Coupe Base,230.0,82.0,52.1,130.9,V12,GDI,CVT,,AWD,0.386,24.3,10.1,119.0
27.7,8,406.2,250.0,4591,18.5,2012,1,Volkswagen Hybrid DX,230.0,82.0,66.2,134.3,,MPFI,Automatic,5.0,AWD,0.415,31.1,11.4,176.0
42.4,4,135.7,87.0,1800,17.9,1983,2,Lexus Sedan LX,,82.0,59.6,124.7,Inline-4,Carburetor,Manual,6.0,AWD,,30.3,10.5,139.0
36.6,6,263.9,98.0,3759,20.4,2014,1,Toyota SUV GT,230.0,82.0,52.7,131.6,V6,Carburetor,Automatic,6.0,RWD,0.336,26.4,12.9,118.0
41.0,6,266.6,105.0,3457,21.1,2025,1,Acura Wagon LX,230.0,82.0,67.8,126.3,Flat-6,TBI,nan,6.0,FWD,0.312,32.3,13.0,116.0
32.0,6,232.2,135.0,2768,17.7,1989,1,Audi Convertible ,230.0,82.0,73.8,124.1,Flat-6,TBI,Automatic,6.0,RWD,,34.9,9.9,151.0
24.1,8,484.0,263.0,5236,17.5,2010,3,Dodge Compact Base,230.0,82.0,71.4,131.1,V8,TBI,Manual,5.0,4WD,0.403,,,
35.6,8,294.2,128.0,4141,19.3,2022,3,Volvo Van GT,230.0,82.0,72.7,132.2,V8,Carburetor,Automatic,4.0,FWD,0.305,35.9,10.3,145.0
55.0,4,100.2,50.0,1824,19.3,2018,3,Hyundai Luxury ,230.0,,55.3,127.1,Inline-4,Direct Injection,DCT,6.0,FWD,0.331,28.7,10.7,112.0
37.7,5,175.8,77.0,2515,20.4,2016,1,Mazda SUV Limited,230.0,82.0,,126.6,V12,GDI,Semi-Automatic,6.0,RWD,,27.1,10.1,110.0
50.4,4,121.9,64.0,1800,18.6,2017,1,BMW Truck Premium,205.9,82.0,56.7,113.1,Inline-4,nan,Automatic,8.0,AWD,0.353,27.5,11.3,111.0
45.7,4,131.8,111.0,2097,16.5,2003,1,Volkswagen Wagon ,214.3,82.0,56.4,117.5,Inline-4,Carburetor,Semi-Automatic,6.0,RWD,0.413,26.2,12.5,121.0
47.5,4,119.5,77.0,1800,20.1,2000,2,Nissan Van LX,217.7,82.0,68.5,119.5,Inline-4,TBI,Manual,5.0,RWD,0.453,34.8,10.9,129.0
46.6,4,126.4,50.0,1800,20.8,2020,2,Dodge Wagon Base,230.0,,53.1,129.2,Inline-4,MPFI,Manual,5.0,FWD,0.37,26.5,12.0,114.0
45.4,4,164.0,76.0,2588,21.7,2020,1,Mercedes SUV Sport,230.0,82.0,72.5,128.2,Inline-4,GDI,Manual,5.0,FWD,,34.7,12.7,107.0
23.5,10,489.0,177.0,6058,20.9,2022,2,Nissan Crossover LX,230.0,82.0,,127.8,V10,MPFI,Semi-Automatic,,FWD,0.347,28.2,13.3,165.0
55.0,4,179.8,151.0,2002,14.3,2023,1,Chevrolet Coupe EX,230.0,82.0,,124.7,Inline-4,Carburetor,Semi-Automatic,6.0,FWD,0.35,29.6,11.5,156.0
23.8,8,453.1,231.0,5265,17.9,2010,1,BMW Compact Limited,230.0,82.0,67.8,123.5,V8,MPFI,Manual,5.0,AWD,0.333,33.1,10.6,136.0
41.7,5,156.4,155.0,2259,15.9,2010,2,Hyundai SUV GT,206.2,82.0,65.8,113.1,V12,GDI,Automatic,5.0,FWD,0.336,32.3,10.8,134.0
48.4,6,206.4,116.0,2746,19.0,2020,2,Honda Convertible EX,230.0,82.0,68.3,124.7,V6,GDI,Automatic,7.0,FWD,0.306,32.4,12.9,110.0
32.4,8,353.9,271.0,4501,15.7,2015,1,Acura Sport ,230.0,82.0,56.7,128.1,V8,MPFI,DCT,6.0,4WD,0.379,26.6,12.1,163.0
47.3,4,165.9,72.0,1848,19.5,2017,3,Lexus Wagon ,211.8,82.0,73.4,117.6,Inline-4,MPFI,Automatic,7.0,RWD,0.374,34.8,12.1,121.0
52.7,4,92.5,62.0,1801,19.1,2020,1,Audi Compact ,230.0,82.0,55.1,119.6,Inline-4,nan,CVT,,RWD,0.368,27.6,11.4,134.0
49.1,4,110.7,50.0,1800,20.5,2022,3,Volkswagen Sport Base,230.0,82.0,52.9,128.1,Inline-4,TBI,Automatic,4.0,AWD,0.33,25.0,13.3,
42.2,4,171.4,120.0,1800,15.0,2002,2,Toyota SUV LX,229.6,82.0,52.6,120.4,Inline-4,GDI,Semi-Automatic,7.0,nan,0.368,24.7,11.4,
26.4,8,420.8,196.0,4897,18.5,2004,1,Ford Luxury EX,230.0,82.0,69.7,129.1,V8,GDI,Automatic,,4WD,0.401,36.4,10.1,
26.1,8,329.9,182.0,4054,19.8,1983,1,Dodge Sport DX,230.0,82.0,72.2,131.2,V8,MPFI,Automatic,5.0,RWD,0.414,36.0,10.8,136.0
43.1,4,109.7,109.0,1800,15.5,2012,3,Acura Wagon Base,230.0,82.0,74.3,131.3,Inline-4,TBI,Automatic,5.0,AWD,0.377,36.2,12.2,134.0
36.3,4,167.6,77.0,2094,21.6,1975,1,Chrysler Convertible Premium,222.8,82.0,65.9,122.6,Flat-4,TBI,Automatic,8.0,AWD,,,12.5,123.0
35.6,4,170.4,82.0,2474,20.1,2008,2,BMW Sport Premium,230.0,82.0,53.6,125.5,,MPFI,Automatic,4.0,AWD,0.374,25.4,12.2,148.0
46.0,4,113.1,91.0,1800,17.2,2011,1,Dodge Luxury ,210.7,82.0,52.0,112.2,Inline-4,MPFI,Automatic,8.0,FWD,0.364,24.9,9.8,127.0
36.1,6,222.1,170.0,3188,16.5,2000,3,Dodge Sedan GT,230.0,82.0,73.4,123.2,Inline-6,GDI,Automatic,6.0,AWD,,37.2,11.6,132.0
46.3,4,165.1,132.0,2123,16.1,2013,1,Volkswagen Wagon Limited,213.4,82.0,65.8,121.9,Inline-4,GDI,Automatic,10.0,FWD,0.327,31.8,12.4,151.0
32.9,6,257.1,122.0,3119,20.0,1974,2,Volvo Hybrid Limited,230.0,82.0,56.7,125.1,Inline-6,TBI,CVT,,4WD,0.479,27.7,9.8,144.0
42.5,3,84.4,50.0,1800,18.3,1975,1,Mazda SUV GT,198.3,82.0,55.0,108.7,,nan,DCT,6.0,FWD,0.471,28.5,9.2,138.0
51.2,4,136.7,66.0,1800,19.5,2021,2,Hyundai Crossover Limited,230.0,82.0,54.0,131.7,,MPFI,DCT,8.0,FWD,0.328,25.6,13.2,138.0
33.7,6,271.2,209.0,3646,14.4,2003,1,Mazda Truck EX,230.0,82.0,73.7,132.5,V6,MPFI,CVT,,FWD,0.444,34.2,9.0,177.0
36.6,5,159.6,140.0,2495,17.5,1987,1,Tesla Hatchback GT,230.0,82.0,71.0,119.5,V12,GDI,Automatic,5.0,4WD,0.4,35.5,12.7,146.0
18.2,10,423.5,366.0,5304,15.6,2010,1,Jeep Compact Limited,230.0,82.0,55.0,129.4,V10,MPFI,Automatic,,RWD,0.364,,11.9,207.0
28.8,8,435.9,208.0,4480,18.1,2019,3,Acura Wagon LX,230.0,,68.4,126.6,V8,MPFI,Automatic,6.0,FWD,0.362,34.9,11.9,130.0
42.9,4,138.5,95.0,2049,18.3,1995,1,Jeep Convertible ,230.0,82.0,68.4,124.3,,MPFI,Automatic,5.0,AWD,,33.4,10.5,106.0
49.1,4,166.9,92.0,1863,16.2,2014,3,Audi Truck Base,223.4,82.0,70.2,126.9,Inline-4,GDI,Manual,6.0,FWD,0.327,33.9,9.3,
27.1,8,297.9,191.0,4026,17.3,1981,1,Subaru Luxury Premium,230.0,82.0,,127.3,V8,GDI,Automatic,6.0,FWD,0.487,29.1,10.9,144.0
22.5,8,465.6,385.0,4862,12.5,1977,1,Mercedes SUV LX,230.0,82.0,56.9,123.4,V8,MPFI,CVT,,FWD,,27.1,9.1,208.0
24.0,8,344.5,136.0,4383,19.9,2011,1,Lexus Luxury Limited,230.0,82.0,59.3,129.7,V8,TBI,Automatic,7.0,FWD,0.343,29.5,11.5,135.0
41.4,4,148.9,79.0,1952,,2011,2,Toyota Convertible EX,218.6,,68.7,116.1,Inline-4,MPFI,Automatic,6.0,FWD,0.394,32.1,13.3,121.0
26.1,12,458.0,219.0,5341,20.1,2014,2,Acura Luxury Sport,230.0,82.0,72.4,129.8,V12,MPFI,DCT,6.0,AWD,0.339,35.2,9.0,163.0
47.2,4,144.9,90.0,2444,20.1,2017,2,Chevrolet Wagon Premium,230.0,82.0,53.8,128.1,,MPFI,Automatic,6.0,FWD,0.324,26.8,9.5,
35.4,6,251.7,132.0,3116,18.3,2025,1,Honda Sport Sport,230.0,82.0,74.4,125.5,V6,GDI,Semi-Automatic,6.0,FWD,0.379,37.9,10.6,136.0
28.1,8,361.1,163.0,4411,18.7,2010,1,Acura Wagon GT,230.0,82.0,52.5,,V8,GDI,Automatic,,RWD,0.34,24.9,10.7,
45.8,4,109.4,110.0,1835,16.1,2001,1,Nissan SUV EX,217.4,82.0,67.5,123.2,Flat-4,GDI,Automatic,4.0,FWD,0.44,30.8,11.4,124.0
29.4,8,398.3,223.0,4771,18.3,2020,2,Nissan Compact ,,82.0,59.3,125.6,V8,MPFI,Automatic,10.0,FWD,0.303,27.4,11.7,175.0
43.7,4,165.0,61.0,2229,20.7,1998,1,Kia Convertible Sport,230.0,82.0,59.4,127.2,Inline-4,TBI,Automatic,4.0,FWD,0.434,30.8,10.9,139.0
27.2,10,448.5,,5244,15.6,2007,2,Tesla Crossover Premium,230.0,82.0,70.4,121.1,V10,Carburetor,Automatic,7.0,FWD,0.42,,12.5,166.0
38.7,4,112.7,90.0,1800,18.1,1980,1,Toyota Wagon ,216.7,82.0,58.0,121.6,Inline-4,MPFI,Manual,6.0,FWD,0.481,,11.4,136.0
28.7,8,341.4,130.0,3758,20.5,1973,2,Dodge Sedan GT,230.0,,56.8,128.0,,Carburetor,DCT,8.0,RWD,0.5,26.8,10.0,136.0
